TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20090111,-7.544,1,129.72,60.503,1,227.092,1,0.345,1,98.805,1,0,1,2.618,1,0.201583333,1,4.682333333,1,137.6349583,1,97.278875,1,12.14941667,1,269.807125,1,395.84,1,1.01,1,9.907,1,-9999,1,0.592368,-9999,-9999,-9999,-9999,0.568775,3.19887,-9999,-9999,-9999,-9999,5.33985,0.671524,1,0.10709,0.670696,0.6779,0.728481,1,1,1,0.779557,0.750776,0.775075,0.779589,0.0800946,0.0104582,0.0854685,0.103293,0.587654,0.587757,0.594491,0.603974,0,0,0,0,-9999,-9999
20090112,-5.639,1,130.921,31.745,1,268.796,1,0.439,1,98.709,1,0,1,2.935,1,0.324125,1,6.307625,1,74.98495833,1,57.30495833,1,6.606083333,1,287.2519167,1,396.362,1,1.014,1,9.836,1,-9999,1,0.763458,-9999,-9999,-9999,-9999,0.442569,-2.55164,-9999,-9999,-9999,-9999,2.40678,0.582955,1,0.108965,0.567509,0.582955,0.591947,1,1,1,0.903055,0.816496,0.833603,0.902988,0.241854,0.241167,0.24616,0.308453,0.741741,0.742062,0.763098,0.773109,0,0,0,0,-9999,-9999
20090113,-13.23,1,132.179,93.811,1,193.954,1,0.349,1,98.551,1,0,1,5.06,1,0.680666667,1,14.87454167,1,201.418875,1,61.241375,1,18.62495833,1,253.6271667,1,394.852,1,0.853,1,9.775,1,-9999,1,-0.347284,-9999,-9999,-9999,-9999,0.365639,31.6004,-9999,-9999,-9999,-9999,6.25921,0.938964,1,0.0993651,0.936217,0.942477,0.946698,1,1,1,0.531232,0.533074,0.613549,0.632925,-0.305524,-0.414405,-0.322199,-0.305494,0.771392,0.771633,0.791614,0.797758,0.0321311,0.0321311,0.035627,0.0362404,-9999,-9999
20090114,-15.744,1,133.493,55.872,1,181.805,1,0.308,0.958333,99.068,1,0,1,2.264,1,0.182041667,1,-11.93775,1,143.37975,1,89.18058333,1,14.576875,1,236.449875,1,396.647,1,0.731,1,9.709,1,-9999,1,0.746956,-9999,-9999,-9999,-9999,0.509349,10.0732,-9999,-9999,-9999,-9999,5.19609,0.689504,0.958333,0.0983439,0.682518,0.698717,0.709187,0.958333,0.958333,0.958333,0.442461,0.443571,0.551695,0.564417,-0.123531,-0.266822,-0.135854,-0.123485,1.02288,1.02288,1.03846,1.04017,0.0559465,0.0559465,0.0613012,0.06756,-9999,-9999
20090115,-17.128,1,134.863,84.725,1,192.403,1,0.389,1,99.663,1,0,1,3.192,1,0.360416667,1,18.828,1,181.9524167,1,96.248125,1,20.20895833,1,236.6912083,1,396.395,1,0.662,1,9.631,1,-9999,1,0.861299,-9999,-9999,-9999,-9999,0.387404,17.2942,-9999,-9999,-9999,-9999,5.59796,0.689095,1,0.0977042,0.694186,0.698599,0.704139,1,1,1,0.412403,0.412403,0.495371,0.533816,-0.177774,-0.299555,-0.198815,-0.170323,0.93466,0.93466,0.943916,0.972397,0.0799778,0.0799778,0.0886617,0.0925869,-9999,-9999
20090116,-15.059,1,136.289,85.073,1,189.138,1,0.357,1,99.837,1,0,1,3.819,1,0.500083333,1,9.179333333,1,183.4665417,1,104.0134167,1,17.70458333,1,246.37075,1,395.55,1,0.615,1,9.526,1,-9999,1,2.637,-9999,-9999,-9999,-9999,0.553516,17.7267,-9999,-9999,-9999,-9999,4.14366,0.627067,1,0.0972353,0.609385,0.626252,0.635253,1,1,1,0.532017,0.526958,0.538651,0.58199,-0.0803094,-0.106541,-0.0803094,-0.045217,0.691087,0.691087,0.692433,0.779222,0.0253954,0.0253954,0.0281825,0.0460308,-9999,-9999
20090117,-13.57,1,137.77,30.327,1,247.449,1,0.292,1,98.273,1,0,1,4.839,1,0.571958333,1,14.25870833,1,73.635625,1,58.11329167,1,6.832375,1,256.5224167,1,400.189,1,0.538,1,9.393,1,-9999,1,0.146958,-9999,-9999,-9999,-9999,0.372057,-5.34588,-9999,-9999,-9999,-9999,2.38333,0.55128,1,0.0949907,0.548124,0.550393,0.561431,1,1,1,0.563719,0.548602,0.560713,0.59617,0.0102973,-0.00734445,0.0102973,0.03999,0.537493,0.539324,0.553233,0.65443,0,0,0,0.00791913,-9999,-9999
20090118,-11.139,1,139.306,61.936,1,232.965,1,0.369,1,97.678,1,0,1,2.972,1,0.32925,1,16.10133333,1,144.965,1,97.00533333,1,14.84275,1,263.5261667,1,400.455,1,0.471,1,9.287,1,-9999,1,0.807875,-9999,-9999,-9999,-9999,0.376602,5.46144,-9999,-9999,-9999,-9999,6.04602,0.574936,1,0.101971,0.573222,0.583447,0.597862,1,1,1,0.636941,0.581249,0.625661,0.639552,0.0175419,0.0121082,0.0270213,0.0493869,0.538197,0.553543,0.579378,0.66731,0,0,0,0.00505605,-9999,-9999
20090119,-13.519,1,140.897,106.098,1,171.245,1,0.355,1,98.068,1,0,1,2.981,1,0.288208333,1,5.244791667,1,218.1534583,1,79.41129167,1,20.37091667,1,250.6242917,1,401.882,1,0.412,1,9.217,1,-9999,1,2.22742,-9999,-9999,-9999,-9999,0.506832,30.2578,-9999,-9999,-9999,-9999,5.23951,0.537766,1,0.0882354,0.651833,0.671247,0.674815,1,1,1,0.469501,0.469562,0.505362,0.534141,-0.174687,-0.20155,-0.174658,-0.0965554,0.434398,0.449661,0.483312,0.530962,0,0,0,0,-9999,-9999
20090120,-14.431,1,142.542,114.824,1,170.062,1,0.331,0.833333,98.688,1,0,1,3.233,1,0.325583333,1,17.51529167,1,234.23675,1,77.04283333,1,20.08695833,1,246.2939167,1,397.872,1,0.382,1,9.16,1,-9999,1,3.56778,-9999,-9999,-9999,-9999,0.66943,29.2994,-9999,-9999,-9999,-9999,5.93762,0.761966,1,0.0982002,0.680424,0.761966,0.822283,1,1,1,0.385498,0.385498,0.456647,0.479844,-0.29038,-0.367092,-0.290341,-0.259458,0.368504,0.37739,0.405819,0.433934,0,0,0,0,-9999,-9999
20090121,-5.698,1,144.239,28.114,1,276.817,1,0.347,0.875,97.966,1,0,1,3.672,1,0.513875,1,11.13091667,1,68.47,1,54.927875,1,5.592083333,1,288.0864167,1,395.948,1,0.522,1,9.085,1,-9999,1,0.07625,-9999,-9999,-9999,-9999,0.358112,-21.0035,-9999,-9999,-9999,-9999,2.92507,0.261155,1,0.0970388,0.261387,0.263565,0.293892,1,1,1,0.697018,0.621179,0.642063,0.697018,0.360035,0.359221,0.377876,0.403252,0.769934,0.64986,0.770797,0.82282,0.109794,0.0326226,0.105282,0.109794,-9999,-9999
20090122,-4.143,1,145.99,30.085,1,285.562,1,0.466,0.791667,98.115,1,0,1,2.965,1,0.461291667,1,13.75608333,1,74.06866667,1,59.66745833,1,5.728333333,1,295.9775833,1,395.804,1,0.572,1,9.046,1,-9999,1,1.40571,-9999,-9999,-9999,-9999,0.351279,-25.7462,-9999,-9999,-9999,-9999,3.24727,0.652521,1,0.0952415,0.652521,0.654815,0.658343,1,1,1,0.737517,0.65886,0.666002,0.733849,0.0063603,0.0063603,0.0191387,0.0755057,1.37416,0.988061,1.35476,1.37509,0.328719,0.100768,0.315298,0.328719,-9999,-9999
20090123,-6.659,1,147.794,20.926,1,263.765,1,0.533,0.25,98.055,1,0,1,4.348,0.666667,0.638625,0.666666667,-5.683083333,1,52.90970833,1,39.23141667,1,4.6865,1,285.1346667,1,395.595,1,0.517,1,9.066,1,-9999,1,-0.463399,-9999,-9999,-9999,-9999,0.358942,-13.5612,-9999,-9999,-9999,-9999,2.56767,0.756752,1,0.0965159,0.757413,0.763122,0.774483,1,1,1,0.622196,0.61672,0.618124,0.622196,-0.138923,-0.159788,-0.151037,-0.139072,1.57011,1.18101,1.52636,1.54495,0.358442,0.142385,0.337559,0.351541,-9999,-9999
20090124,-12.518,1,149.648,85.181,0.916667,182.014,1,0.764,0.666667,99.376,1,0,1,4.311,1,0.619166667,1,-13.98841667,1,188.194125,1,98.5215,1,18.06695833,1,255.556125,1,393.578,1,0.487,1,9.094,1,-9999,1,2.5002,-9999,-9999,-9999,-9999,0.554503,15.5903,-9999,-9999,-9999,-9999,4.04401,0.502294,1,0.0852557,0.465239,0.502294,0.507173,1,1,1,0.403671,0.40383,0.496433,0.502989,0.00716138,-0.101159,-0.00343374,0.00834058,1.3227,1.0867,1.28348,1.32317,0.350201,0.299843,0.341742,0.362528,-9999,-9999
20090125,-13.451,1,151.554,66.986,1,210.875,1,0.687,0.958333,99.287,1,0,1,3.252,1,0.4555,1,8.850291667,1,149.9112917,1,95.50629167,1,13.05216667,1,255.1608333,1,394.574,1,0.496,1,9.054,1,-9999,1,-0.449042,-9999,-9999,-9999,-9999,0.341003,-12.7796,-9999,-9999,-9999,-9999,5.51896,0.603926,1,0.0897615,0.584392,0.604121,0.61354,1,1,1,0.370666,0.370849,0.477436,0.485776,-0.0970914,-0.241582,-0.124273,-0.10391,1.29911,1.24021,1.28105,1.32132,0.288468,0.277489,0.302883,0.316723,-9999,-9999
20090126,-13.952,1,153.511,79.834,1,221.21,1,0.539,0.958333,99.7,1,0,1,2.884,1,0.35775,1,31.17258333,1,175.4577917,1,104.6183333,1,15.91666667,1,253.413,1,395.202,1,0.451,1,8.973,1,-9999,1,1.48479,-9999,-9999,-9999,-9999,0.44805,-0.667951,-9999,-9999,-9999,-9999,4.34387,0.720362,1,0.090974,0.620534,0.682907,0.718312,1,1,1,0.356855,0.357045,0.468912,0.477353,-0.14168,-0.324714,-0.241503,-0.145758,1.27165,1.23746,1.30618,1.35159,0.284367,0.269221,0.306156,0.342963,-9999,-9999
20090127,-11.713,1,155.518,108.016,1,184.831,1,0.453,0.958333,99.801,1,0,1,1.953,1,0.138958333,1,19.03379167,1,240.3842917,1,80.34545833,1,19.977125,1,252.89975,1,396.834,1,0.355,1,8.871,1,-9999,1,1.93112,-9999,-9999,-9999,-9999,0.385209,16.2444,-9999,-9999,-9999,-9999,5.23427,0.634406,1,0.0919834,0.625665,0.627674,0.642456,1,1,1,0.441635,0.441788,0.519202,0.528566,-0.0970988,-0.196026,-0.110915,-0.103026,1.52755,1.38359,1.52829,1.60229,0.381247,0.300199,0.403066,0.429949,-9999,-9999
20090128,-9.8,1,157.574,85.896,1,215.966,1,0.451,0.958333,98.283,1,0,1,2.677,1,0.281125,1,19.397625,1,196.5637083,1,88.512625,1,15.88066667,1,265.9312083,1,399.006,1,0.388,1,8.749,1,-9999,1,1.40925,-9999,-9999,-9999,-9999,0.417157,9.72965,-9999,-9999,-9999,-9999,5.00747,0.786711,1,0.0927825,0.781081,0.782133,0.796945,1,1,1,0.514437,0.515025,0.559663,0.573143,-0.208138,-0.277585,-0.209346,-0.205158,1.89279,1.68508,1.89267,1.91255,0.510013,0.41782,0.508723,0.515853,-9999,-9999
20090129,-8.918,1,159.678,55.685,1,259.225,1,0.321,1,97.793,1,0,1,3.015,1,0.382791667,1,27.28441667,1,116.5174583,1,91.47041667,1,12.27195833,1,275.0755417,1,397.89,1,0.377,1,8.645,1,-9999,1,1.59263,-9999,-9999,-9999,-9999,0.573777,-8.73717,-9999,-9999,-9999,-9999,2.83762,0.666205,1,0.0943764,0.606401,0.607543,0.659237,1,1,1,0.558332,0.558877,0.593274,0.609411,-0.0459408,-0.0496967,-0.0461121,-0.0161083,1.80418,1.56352,1.777,1.81059,0.442076,0.335217,0.425531,0.442076,-9999,-9999
20090130,-11.571,1,161.83,83.583,1,205.767,1,0.59,1,98.263,1,0,1,4.203,1,0.57225,1,9.574875,1,185.2838333,1,102.1309167,1,16.65816667,1,262.4584167,1,394.759,1,0.323,1,8.577,1,-9999,1,0.493792,-9999,-9999,-9999,-9999,0.528972,16.8996,-9999,-9999,-9999,-9999,4.69733,0.591193,1,0.109177,0.590358,0.59155,0.597475,1,1,1,0.467841,0.470463,0.56039,0.57215,-0.0191314,-0.128043,-0.0311811,-0.0207902,1.1374,1.0822,1.13362,1.14003,0.287567,0.25717,0.285613,0.287567,-9999,-9999
20090131,-7.306,1,164.03,33.196,1,262.604,1,0.366,1,97.543,1,0,1,4.301,1,0.480458333,1,8.074125,1,81.468625,1,65.38220833,1,7.529916667,1,279.8854167,1,397.778,1,0.412,1,8.525,1,-9999,1,0.852458,-9999,-9999,-9999,-9999,0.607401,-14.4159,-9999,-9999,-9999,-9999,2.83076,0.413498,1,0.108877,0.410074,0.412367,0.418684,1,1,1,0.668908,0.674714,0.682365,0.692005,0.282859,0.261165,0.268551,0.278508,0.977046,0.923315,0.970608,0.999024,0.131915,0.109817,0.128119,0.131915,-9999,-9999
20090201,-1.02,1,166.275,115.729,1,227.622,1,0.433,1,97.293,1,0,1,7.108,1,1.156583333,1,15.13995833,1,250.703375,1,70.63775,1,21.90970833,1,305.4517917,1,393.737,1,1.069,1,8.475,1,-9999,1,3.37285,-9999,-9999,-9999,-9999,0.808764,7.76817,-9999,-9999,-9999,-9999,6.09266,0.984455,1,0.112547,0.984455,0.984455,0.984455,1,1,1,0.952944,0.827947,0.842444,0.952944,-0.147409,-0.156508,-0.14201,-0.0315105,1.05844,1.01417,1.05019,1.05844,0.133261,0.123566,0.130744,0.133261,-9999,-9999
20090202,-7.869,1,168.565,45.926,1,246.779,1,0.381,1,98.412,1,0,1,2.447,1,0.253541667,1,5.7055,1,105.8495833,1,83.72620833,1,9.410916667,1,276.8815833,1,396.086,1,0.376,1,8.494,1,-9999,1,2.02621,-9999,-9999,-9999,-9999,0.477573,-8.03182,-9999,-9999,-9999,-9999,3.13316,0.626669,1,0.0987264,0.624601,0.62825,0.727185,1,1,1,0.629804,0.638032,0.685978,0.695193,0.0714387,-0.0508475,0.00242438,0.0700394,0.799362,0.701419,0.784788,0.799362,0.0869414,0.0715341,0.085408,0.0902901,-9999,-9999
20090203,-13.991,1,170.9,100.399,0.916667,199.625,1,0.283,1,99.137,1,0,1,4.37,1,0.594291667,1,32.80029167,1,213.938125,1,116.097625,1,22.02370833,1,253.8547083,1,394.558,1,0.309,1,8.511,1,-9999,1,1.37246,-9999,-9999,-9999,-9999,0.515345,28.2025,-9999,-9999,-9999,-9999,5.93739,0.662068,1,0.103529,0.662068,0.662068,0.662068,1,1,1,0.381414,0.382546,0.525317,0.545927,-0.114678,-0.279411,-0.123181,-0.114678,0.596009,0.456058,0.568223,0.595769,0.157091,0.0902797,0.145107,0.157091,-9999,-9999
20090204,-18.891,1,173.279,134.254,1,146.158,1,0.319,1,100.032,1,0,1,3.245,1,0.346958333,1,24.90141667,1,281.225875,1,82.9595,1,24.81583333,1,229.5486667,1,394.994,1,0.726,1,8.505,1,-9999,1,0.943458,-9999,-9999,-9999,-9999,0.517291,31.975,-9999,-9999,-9999,-9999,5.06669,0.712883,1,0.103495,0.691599,0.712883,0.719416,1,1,1,0.219241,0.219241,0.396039,0.418245,-0.313125,-0.472927,-0.31355,-0.296671,0.343241,0.255648,0.330587,0.344871,0.149165,0.0707176,0.133516,0.149165,-9999,-9999
20090205,-11.309,1,175.7,70.815,1,231.687,1,0.433,1,99.486,1,0,1,4.216,1,0.372666667,1,28.65729167,1,160.333875,1,111.5047917,1,14.40529167,1,259.0605833,1,398.552,1,0.703,1,8.425,1,-9999,1,1.80602,-9999,-9999,-9999,-9999,0.500948,-1.24474,-9999,-9999,-9999,-9999,4.42096,0.62892,1,0.0902902,0.626167,0.627089,0.628545,1,1,1,0.474376,0.476293,0.587936,0.614728,-0.0133529,-0.149338,-0.0164647,-0.00932024,0.244909,0.224371,0.251815,0.287505,0.036291,0.0208703,0.0329426,0.0364911,-9999,-9999
20090206,-4.392,1,178.164,127.131,1,210.539,1,0.625,1,98.945,1,0.2,1,3.335,1,0.291583333,1,27.885625,1,282.8734167,1,78.987125,1,23.264625,1,285.5924583,1,402.049,1,0.662,1,8.319,1,-9999,1,0.774333,-9999,-9999,-9999,-9999,0.491409,10.8812,-9999,-9999,-9999,-9999,4.1383,0.628676,0.958333,0.085597,0.626198,0.628676,0.634553,0.958333,0.958333,0.958333,0.739867,0.74075,0.777172,0.787184,0.158773,0.106178,0.147187,0.158773,0.204839,0.204839,0.240716,0.255837,0,0,0,0.0214307,-9999,-9999
20090207,2.183,1,180.667,15.024,1,313.099,1,0.572,1,97.715,1,0,1,5.764,1,0.773,1,4.523125,1,36.77883333,1,32.4655,1,2.489375,1,320.907,1,400.704,1,0.651,1,8.264,1,-9999,1,-0.927304,-9999,-9999,-9999,-9999,0.482748,-21.9865,-9999,-9999,-9999,-9999,3.23347,0.731694,1,0.0946562,0.699399,0.70792,0.731875,1,1,1,1.01329,0.938678,0.940578,0.996958,0.23928,0.208642,0.23928,0.272107,0.333582,0.333582,0.354197,0.375157,0,0,0,0.0025829,-9999,-9999
20090208,-1.369,1,183.212,126.741,1,220.951,1,1.026,1,99.381,1,0,1,5.025,1,0.774875,1,17.15158333,1,282.485,1,81.266375,1,24.316,1,305.2205,1,393.309,1,0.668,1,8.369,1,-9999,1,3.36955,-9999,-9999,-9999,-9999,0.668479,24.6819,-9999,-9999,-9999,-9999,5.24803,0.725369,1,0.0960951,0.725369,0.725369,0.725369,1,1,1,0.853793,0.854131,0.868016,0.883209,0.157839,0.128423,0.141901,0.157526,0.456202,0.412518,0.438181,0.455878,0.0428912,0,0.0427322,0.043443,-9999,-9999
20090209,0.263,1,185.795,83.037,1,265.218,1,0.913,1,99.287,1,0,1,3.118,1,0.359291667,1,21.527875,1,191.4639583,1,122.351625,1,15.097625,1,310.8188333,1,399.307,1,0.698,1,8.54,1,-9999,1,3.77958,-9999,-9999,-9999,-9999,0.587702,1.97482,-9999,-9999,-9999,-9999,4.30011,0.61097,0.958333,0.0895919,0.594577,0.6106,0.650593,0.916667,0.958333,1,0.917339,0.910971,0.917339,0.930655,0.320054,0.241666,0.31965,0.320203,0.693268,0.47741,0.685974,0.693268,0.109755,0,0.101481,0.109694,-9999,-9999
20090210,7.699,1,188.417,119.873,1,285.092,1,2.584,1,97.51,1,3.3,1,6.26,0.708333,0.987176471,0.708333333,93.1250625,0.666666667,268.4134167,1,81.476125,1,26.5630625,0.666666667,339.1175625,0.666666667,397.955,1,0.673,1,8.997,1,-9999,1,1.43469,-9999,-9999,-9999,-9999,0.590334,-9.51396,-9999,-9999,-9999,-9999,5.58807,1.02439,1,0.0791085,1.01851,1.02238,1.02261,1,1,1,1.23266,1.07885,1.08171,1.18898,0.0580859,0.0562465,0.0582542,0.186534,0.924139,0.690143,0.915403,0.924139,0.111389,0,0.103416,0.111336,-9999,-9999
20090211,4.472,1,191.075,59.261,1,269.402,1,1.158,1,97.222,1,2.4,1,3.469,0.875,0.484190476,0.875,-9999,-9999,121.5579167,1,98.42254167,1,-9999,-9999,-9999,-9999,396.077,1,0.655,1,10.817,1,-9999,1,0.00886208,-9999,-9999,-9999,-9999,0.460191,-16.1671,-9999,-9999,-9999,-9999,4.27413,0.92101,1,0.083323,0.867004,0.919659,0.92054,1,1,1,1.0981,1.0226,1.0283,1.04538,0.154308,0.108483,0.156381,0.17873,0.806119,0.792959,0.800894,0.81188,0.0307782,0,0.030639,0.0312222,-9999,-9999
