TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20090212,0.295,1,193.769,62.548,1,261.128,1,0.98,1,97.683,1,3.6,1,4.39,0.333333,-9999,0,-9999,0,128.1995417,1,110.3760833,1,-9999,0,-9999,0,400.603,1,0.629,1,12.334,1,-9999,1,2.33401,-9999,-9999,-9999,-9999,0.451514,2.62157,-9999,-9999,-9999,-9999,4.2934,0.810194,1,0.0788833,0.802333,0.808101,0.809946,1,1,1,0.921403,0.926103,0.936936,0.948603,0.145684,0.117714,0.13304,0.142606,0.785889,0.774798,0.781556,0.878238,0,0,0,0.0076108,-9999,-9999
20090213,-5.739,1,196.498,114.143,1,230.765,0.583333,0.963,1,99.115,1,0,1,2.467,1,0.341041667,1,-9999,0,234.3659583,1,121.20925,1,-9999,0,-9999,0,395.904,1,0.669,1,12.149,1,-9999,1,7.02168,-9999,-9999,-9999,-9999,0.691878,53.3022,-9999,-9999,-9999,-9999,5.88857,0.889671,1,0.0851518,0.880728,0.886617,0.895126,1,1,1,0.675556,0.678107,0.792995,0.804586,-0.0833598,-0.166929,-0.088815,-0.0833206,0.75499,0.744302,0.748968,0.842741,0,0,0,0.0265661,-9999,-9999
20090214,-5.794,1,199.26,85.246,1,251.258,0.625,0.841,1,99.051,1,0,1,1.322,1,0.188166667,1,-9999,0,175.10825,1,132.2642917,1,-9999,0,-9999,0,398.605,1,0.702,1,11.692,1,-9999,1,4.60883,-9999,-9999,-9999,-9999,0.632609,29.867,-9999,-9999,-9999,-9999,5.12944,0.771613,0.958333,0.0776246,0.76515,0.771407,0.776145,0.958333,0.958333,0.958333,0.687425,0.694788,0.785115,0.793895,0.0177501,-0.077725,0.00849676,0.021815,0.797125,0.788327,0.792818,0.858685,0,0,0,0,-9999,-9999
20090215,-5.733,1,202.056,95.761,1,250.69,0.416667,1.007,1,99.547,1,0,1,3.179,1,0.453583333,1,-9999,0,196.7046667,1,129.6440833,1,-9999,0,-9999,0,397.962,1,0.696,1,11.399,1,-9999,1,4.3645,-9999,-9999,-9999,-9999,0.656085,29.9927,-9999,-9999,-9999,-9999,5.03462,0.869378,1,0.0775888,0.860285,0.869378,0.871705,1,1,1,0.703575,0.71569,0.776811,0.784409,-0.0869579,-0.153728,-0.0876855,-0.0834742,0.702194,0.699101,0.701986,0.703962,0,0,0,0,-9999,-9999
20090216,-7.473,1,204.883,149.67,1,251.436,0.25,0.923,1,99.726,1,0,1,3.483,1,0.407833333,1,-9999,0,307.360875,1,110.0934583,1,-9999,0,-9999,0,398.969,1,0.596,1,11.095,1,-9999,1,4.00708,-9999,-9999,-9999,-9999,0.536019,51.9889,-9999,-9999,-9999,-9999,5.45414,0.696024,1,0.0755916,0.676166,0.677338,0.697169,1,1,1,0.64394,0.657563,0.724552,0.73202,0.0219219,-0.0186159,0.0219219,0.0491286,0.580741,0.57922,0.580741,0.593909,0,0,0,0,-9999,-9999
20090217,-1.269,1,207.741,75.623,1,291.175,0.0833333,1.518,1,98.436,1,0,1,4.332,1,0.580166667,1,-9999,0,155.2099167,1,124.088875,1,-9999,0,-9999,0,402.744,1,0.453,1,10.8,1,-9999,1,4.21979,-9999,-9999,-9999,-9999,0.580615,0.881404,-9999,-9999,-9999,-9999,3.79949,0.439923,1,0.0839693,0.439923,0.439923,0.449535,1,1,1,0.934588,0.858053,0.861477,0.930777,0.418157,0.408982,0.420172,0.48017,0.832585,0.818976,0.830449,0.837566,0,0,0,0,-9999,-9999
20090218,-3.111,1,210.629,36.625,1,303.958,0,0.561,1,96.851,1,3.2,1,3.522,1,0.529208333,1,-9999,-9999,75.02525,1,63.04458333,1,-9999,-9999,-9999,-9999,399.94,1,0.507,1,10.625,1,-9999,1,1.51385,-9999,-9999,-9999,-9999,0.466422,10.5318,-9999,-9999,-9999,-9999,3.91101,0.724609,1,0.0767896,0.724609,0.746234,0.756354,1,1,1,0.869323,0.810145,0.813617,0.869323,0.0836915,0.0665685,0.0864414,0.12535,0.743881,0.737606,0.743773,0.748339,0,0,0,0,-9999,-9999
20090219,-11.246,1,213.544,132.023,1,253.209,0,0.484,1,97.732,1,0,1,7.061,1,1.076958333,1,-9999,0,270.9959583,1,165.1904167,1,-9999,0,-9999,0,393.871,1,0.569,1,10.515,1,-9999,1,2.73271,-9999,-9999,-9999,-9999,0.421307,46.9508,-9999,-9999,-9999,-9999,6.55391,0.793254,1,0.0744866,0.793254,0.793254,0.793254,1,1,1,0.523438,0.531571,0.632298,0.634531,-0.158759,-0.261683,-0.160956,-0.158722,0.410257,0.410111,0.413095,0.433517,0,0,0,0,-9999,-9999
20090220,-7.251,1,216.487,165.4,1,239.732,0,0.823,1,98.542,1,0.1,1,4.318,1,0.56675,1,-9999,0,339.4918333,1,133.9470417,1,-9999,0,-9999,0,394.039,1,0.558,1,10.357,1,-9999,1,3.53733,-9999,-9999,-9999,-9999,0.550027,57.4367,-9999,-9999,-9999,-9999,6.30144,0.66809,1,0.0749559,0.654192,0.664284,0.66809,1,1,1,0.722859,0.735827,0.74195,0.742591,0.0739735,0.0739735,0.0771606,0.088632,0.720511,0.679577,0.685071,0.847716,0.0863475,0.0534019,0.0701003,0.15052,-9999,-9999
20090221,-7.553,1,219.456,52.338,1,259.928,0,0.572,1,98.612,1,0,1,4.396,1,0.497541667,1,-9999,0,107.43725,1,83.99391667,1,-9999,0,-9999,0,394.613,1,0.525,1,10.194,1,-9999,1,-0.358812,-9999,-9999,-9999,-9999,0.428839,1.43212,-9999,-9999,-9999,-9999,3.16873,0.472141,1,0.0760103,0.461018,0.470227,0.528708,1,1,1,0.69561,0.707255,0.729585,0.730232,0.201022,0.201022,0.241709,0.261493,1.02871,0.868091,0.91748,1.39007,0.200146,0.105251,0.148144,0.394942,-9999,-9999
20090222,-7.787,1,222.45,134.019,1,247.561,0,0.546,1,98.998,1,0,1,5.251,1,0.800708333,1,-9999,0,275.0595,1,163.176125,1,-9999,0,-9999,0,392.588,1,0.513,1,10.043,1,-9999,1,2.56033,-9999,-9999,-9999,-9999,0.513089,39.6944,-9999,-9999,-9999,-9999,6.9767,0.689957,1,0.0761533,0.689957,0.689957,0.689957,1,1,1,0.663102,0.674623,0.711965,0.712497,0.0225277,-0.0153341,0.0220078,0.0225396,1.02945,0.890711,0.91539,1.37995,0.249408,0.164055,0.200744,0.429054,-9999,-9999
20090223,-10.523,1,225.467,184.835,1,220.519,0,0.638,1,100.312,1,0,1,2.864,1,0.362291667,1,-9999,0,379.3178333,1,81.78241667,1,-9999,0,-9999,0,394.548,1,0.537,1,9.924,1,-9999,1,4.38779,-9999,-9999,-9999,-9999,0.565,66.8375,-9999,-9999,-9999,-9999,7.45464,0.615932,1,0.077127,0.615932,0.615932,0.63467,1,1,1,0.526265,0.533313,0.634163,0.635706,0.0197388,-0.0859158,0.015819,0.0197388,0.607569,0.560413,0.607569,0.694125,0.152845,0.133423,0.139886,0.20967,-9999,-9999
20090224,-8.142,1,228.508,130.129,1,250.338,0,0.842,1,99.723,1,0,1,3.73,1,0.318375,1,-9999,0,267.0832083,1,187.3132917,1,-9999,0,-9999,0,398.28,1,0.523,1,9.802,1,-9999,1,1.90867,-9999,-9999,-9999,-9999,0.475596,19.9816,-9999,-9999,-9999,-9999,5.92621,0.641509,1,0.0748622,0.623046,0.629514,0.634933,1,1,1,0.610611,0.623304,0.675113,0.676008,0.0529421,0.0116015,0.0345574,0.0529421,0.584331,0.566649,0.574467,0.590945,0.0513537,0.0483314,0.0509208,0.051991,-9999,-9999
20090225,-2.432,1,231.57,35.728,1,283.751,0,0.547,1,98.69,1,0.2,1,4.088,0.791667,0.375684211,0.791666667,-9999,-9999,73.26329167,1,60.03158333,1,-9999,-9999,-9999,-9999,401.936,1,0.51,1,9.674,1,-9999,1,-0.820184,-9999,-9999,-9999,-9999,0.432995,-11.289,-9999,-9999,-9999,-9999,3.60696,0.634994,1,0.0754887,0.53193,0.633911,0.634994,1,1,1,0.829108,0.819385,0.819978,0.829108,0.184446,0.184432,0.185051,0.312543,0.775,0.770283,0.776246,0.787987,0.00492876,0.00464304,0.00490666,0.00499401,-9999,-9999
20090226,-2.761,1,234.652,124.064,1,285.443,0,0.556,1,98.844,1,0,1,3.562,0.958333,0.537434783,0.958333333,-9999,0,254.501125,1,162.0632083,1,-9999,0,-9999,0,396.93,1,0.604,1,9.608,1,-9999,1,5.41705,-9999,-9999,-9999,-9999,0.537311,45.9126,-9999,-9999,-9999,-9999,6.34294,0.574577,0.916667,0.0753425,0.550853,0.574577,0.58954,0.833333,0.916667,0.916667,0.798009,0.809839,0.856694,0.857008,0.278072,0.220093,0.278069,0.282492,0.847558,0.865347,0.875308,0.880336,0.00759865,0.00784675,0.011333,0.0139971,-9999,-9999
20090227,-10.992,1,237.754,192.315,1,248.034,0,0.676,1,98.845,1,0.1,1,5.591,1,0.823916667,1,-9999,0,394.6244583,1,101.5535833,1,-9999,0,-9999,0,394.16,1,0.723,1,9.596,1,-9999,1,3.71403,-9999,-9999,-9999,-9999,0.504046,78.2556,-9999,-9999,-9999,-9999,7.13388,1.02186,1,0.0713145,1.02186,1.02186,1.02603,1,1,1,0.465462,0.465698,0.666251,0.681172,-0.339886,-0.480344,-0.349049,-0.340684,0.609992,0.636878,0.662469,0.685138,0.0325565,0.0336196,0.0485544,0.0599637,-9999,-9999
20090228,-14.73,1,240.872,194.946,1,203.697,0,0.566,1,100.129,1,0,1,2.201,1,0.233916667,1,-9999,0,400.0707083,1,96.07691667,1,-9999,0,-9999,0,394.096,1,0.748,1,9.586,1,-9999,1,3.72321,-9999,-9999,-9999,-9999,0.52178,78.3342,-9999,-9999,-9999,-9999,6.07262,0.602113,1,0.0771517,0.528802,0.567768,0.60144,1,1,1,0.336041,0.336313,0.565971,0.586598,-0.0125743,-0.192646,-0.0250082,-0.0135847,0.59958,0.547424,0.59958,0.617328,0.101158,0.0852595,0.100579,0.105693,-9999,-9999
20090301,-14.541,1,244.009,196.355,1,215.237,0,0.663,1,100.231,1,0,1,4.715,1,0.614625,1,-9999,0,403.00425,1,99.94454167,1,-9999,0,-9999,0,394.414,1,0.76,1,9.534,1,-9999,1,1.71071,-9999,-9999,-9999,-9999,0.375116,57.048,-9999,-9999,-9999,-9999,6.43312,0.703613,1,0.0739614,0.674573,0.703613,0.703613,1,1,1,0.343308,0.344863,0.577521,0.600448,-0.099768,-0.31416,-0.112689,-0.099768,0.801946,0.500405,0.72965,0.802218,0.210887,0.142448,0.192698,0.210297,-9999,-9999
20090302,-16.099,1,247.161,200.612,1,204.346,0,0.685,1,100.608,1,0,1,3.058,1,0.272375,1,-9999,0,411.7012083,1,99.206,1,-9999,0,-9999,0,394.54,1,0.727,1,9.447,1,-9999,1,6.02517,-9999,-9999,-9999,-9999,0.442052,75.4822,-9999,-9999,-9999,-9999,6.01106,0.599959,1,0.0749755,0.553615,0.599959,0.605795,1,1,1,0.302517,0.306813,0.530343,0.560137,-0.0377806,-0.245483,-0.0725158,-0.040281,0.600453,0.29439,0.553651,0.59897,0.195634,0.118448,0.18255,0.193844,-9999,-9999
20090303,-10.618,1,250.327,203.632,1,224.507,0,0.864,1,100.232,1,0,1,3.165,1,0.309666667,1,-9999,0,417.8752083,1,127.1400833,1,-9999,0,-9999,0,388.546,1,0.676,1,9.313,1,-9999,1,3.3642,-9999,-9999,-9999,-9999,0.447892,68.1716,-9999,-9999,-9999,-9999,6.33523,0.823703,1,0.0771072,0.728338,0.823703,0.823703,0.958333,1,1,0.506831,0.526235,0.688973,0.727407,-0.0938154,-0.19949,-0.105878,-0.0937513,0.463267,0.307236,0.470131,0.561078,0.0623518,0.0390545,0.0617811,0.0800338,-9999,-9999
20090304,-5.346,1,253.507,189.539,1,242.009,0,1.575,1,99.629,1,0.2,1,2.969,1,0.192583333,1,-9999,-9999,388.9844583,1,153.7147083,1,-9999,-9999,-9999,-9999,399.315,1,0.627,1,9.158,1,-9999,1,2.46717,-9999,-9999,-9999,-9999,0.48439,33.9914,-9999,-9999,-9999,-9999,4.88224,1.00752,0.833333,0.0756841,0.95734,0.991871,0.994075,0.833333,0.791667,0.791667,0.735812,0.779136,0.855958,0.877407,-0.113461,-0.18367,-0.131097,-0.11652,0.701992,0.540474,0.697185,0.724256,0.185895,0.113132,0.167976,0.186454,-9999,-9999
20090305,2.544,1,256.698,81.077,1,301.848,0,3.131,1,98.241,1,0,1,4.36,1,0.373833333,1,-9999,0,166.389125,1,112.8555417,1,-9999,0,-9999,0,401.318,1,0.505,1,9.036,1,-9999,1,0.912708,-9999,-9999,-9999,-9999,0.400543,-10.002,-9999,-9999,-9999,-9999,4.26024,1.06049,0.916667,0.081338,0.918644,1.01626,1.06077,0.916667,0.916667,0.916667,1.10037,1.06556,1.08222,1.10037,0.0209322,-0.00475014,0.0225319,0.229886,1.72871,1.10455,1.53733,1.70411,0.491057,0.256593,0.393469,0.481076,-9999,-9999
20090306,4.591,1,259.902,43.386,1,281.122,0,1.2,1,97.923,1,0.1,1,4.052,0.666667,0.4141875,0.666666667,-9999,0,88.93125,1,77.01358333,1,-9999,0,-9999,0,401.06,1,0.498,1,9.049,1,-9999,1,-0.229904,-9999,-9999,-9999,-9999,0.391988,-3.14909,-9999,-9999,-9999,-9999,3.56986,1.20209,0.916667,0.092259,1.1973,1.22523,1.25413,0.916667,0.875,0.916667,1.2112,1.12368,1.14285,1.19461,-0.0567818,-0.115267,-0.059243,-0.0392323,1.91773,1.3838,1.75444,1.9482,0.473308,0.252409,0.399832,0.488848,-9999,-9999
20090307,2.212,1,263.115,115.493,1,279.545,0,1.59,1,98.559,1,0,1,2.873,1,0.347833333,1,-9999,0,236.9899583,1,183.55675,1,-9999,0,-9999,0,403.536,1,0.549,1,9.3,1,-9999,1,3.7909,-9999,-9999,-9999,-9999,0.552656,18.6847,-9999,-9999,-9999,-9999,4.78782,1.01855,1,0.0933184,0.983256,1.00156,1.01444,1,1,1,1.13975,1.07316,1.10387,1.13975,0.0849832,0.0691991,0.0892648,0.155811,1.28073,1.1178,1.25083,1.3004,0.266488,0.189684,0.22879,0.280975,-9999,-9999
20090308,-2.862,1,266.337,148.932,1,270.726,0,1.121,1,98.566,1,0,1,4.896,1,0.631541667,1,-9999,0,305.5079167,1,158.9064583,1,-9999,0,-9999,0,398.008,1,0.581,1,9.892,1,-9999,1,4.12486,-9999,-9999,-9999,-9999,0.538493,46.447,-9999,-9999,-9999,-9999,6.02441,0.571637,1,0.0900785,0.571637,0.584562,0.602639,1,1,1,0.99351,0.993571,1.02634,1.03026,0.454701,0.399766,0.439433,0.454792,0.899979,0.77338,0.901224,0.915343,0.161236,0.129835,0.161096,0.171191,-9999,-9999
20090309,-1.086,1,269.566,220.297,1,246.204,0,2.965,1,99.156,1,0,1,2.575,1,0.329958333,1,-9999,0,452.175625,1,93.69916667,1,-9999,0,-9999,0,397.091,1,0.604,1,10.202,1,-9999,1,24.4451,-9999,-9999,-9999,-9999,1.04175,49.3747,-9999,-9999,-9999,-9999,5.69556,0.802545,0.916667,0.0973581,0.79858,0.802637,0.844707,0.916667,0.958333,0.958333,1.20094,1.11608,1.13214,1.14802,0.327549,0.306313,0.329395,0.350637,0.898169,0.801331,0.912728,0.949188,0.195382,0.134826,0.196965,0.209195,-9999,-9999
20090310,0.043,1,272.802,58.867,1,315.614,0,1.687,1,98.3,1,3.7,1,3.802,0.625,0.3286,0.625,-9999,0,120.7889583,1,104.347125,1,-9999,0,-9999,0,399.843,1,0.605,1,10.334,1,-9999,1,1.00142,-9999,-9999,-9999,-9999,0.468578,-4.23126,-9999,-9999,-9999,-9999,3.82455,0.667673,1,0.0932998,0.627702,0.642376,0.667067,1,0.958333,1,1.2651,1.1549,1.16557,1.2651,0.495672,0.495621,0.548625,0.623692,0.921927,0.776241,0.914555,0.965193,0.0470345,0.0282219,0.0467988,0.0485097,-9999,-9999
20090311,-6.842,1,276.044,154.464,1,258.586,0,1.394,1,98.596,1,0.5,1,8.024,0.958333,1.295043478,0.958333333,-9999,-9999,316.9874583,1,191.4701667,1,-9999,-9999,-9999,-9999,397.508,1,0.582,1,10.738,1,-9999,1,10.9888,-9999,-9999,-9999,-9999,0.884183,76.6998,-9999,-9999,-9999,-9999,6.58,1.28553,1,0.113058,1.26219,1.27256,1.28428,1,1,1,0.849328,0.852786,0.909795,0.935916,-0.345914,-0.417703,-0.349372,-0.345897,0.778481,0.558133,0.704355,0.793902,0.116153,0.0501281,0.104042,0.119136,-9999,-9999
20090312,-12.107,1,279.289,212.507,1,198.087,0,0.999,1,100.613,1,0,1,3.927,1,0.5575,1,-9999,0,436.2191667,1,172.2424167,1,-9999,0,-9999,0,395.21,1,0.619,1,10.982,1,-9999,1,3.30867,-9999,-9999,-9999,-9999,0.691044,83.2362,-9999,-9999,-9999,-9999,6.92375,0.646232,1,0.10018,0.646232,0.646232,0.646232,1,1,1,0.547956,0.547956,0.707839,0.759922,0.116532,-0.0939829,0.0812743,0.11369,0.717151,0.403315,0.588962,0.722955,0.192126,0.0976031,0.160237,0.193725,-9999,-9999
20090313,-6.48,1,282.538,214.387,1,217.21,0,1.793,1,99.802,1,0,1,4.627,1,0.6365,1,-9999,0,440.1225833,1,168.0111667,1,-9999,0,-9999,0,397.891,1,0.642,1,11.007,1,-9999,1,5.61342,-9999,-9999,-9999,-9999,0.85923,50.3348,-9999,-9999,-9999,-9999,6.01648,0.512758,1,0.0976971,0.512758,0.512758,0.512758,1,1,1,0.812121,0.8044,0.865244,0.911106,0.400394,0.29921,0.390462,0.400205,1.04994,0.7675,0.925797,1.0518,0.262812,0.16608,0.227476,0.263438,-9999,-9999
20090314,1.362,1,285.79,217.562,1,247.267,0,2.994,1,99.053,1,0,1,4.496,1,0.626833333,1,-9999,0,446.6504167,1,150.6150833,1,-9999,0,-9999,0,400.206,1,0.627,1,10.985,1,-9999,1,6.25004,-9999,-9999,-9999,-9999,0.997153,36.2322,-9999,-9999,-9999,-9999,5.79812,0.88778,1,0.0999827,0.817985,0.836288,0.869961,1,1,0.958333,1.23498,1.13747,1.15403,1.20564,0.266246,0.266246,0.328093,0.371517,1.46992,1.21359,1.39428,1.46305,0.325945,0.233197,0.300445,0.325504,-9999,-9999
20090315,4.638,1,289.042,226.562,1,252.987,0,5.116,1,99.13,1,0,1,2.954,1,0.308166667,1,-9999,0,464.951875,1,120.4624167,1,-9999,0,-9999,0,400.374,1,0.64,1,11.003,1,-9999,1,3.83572,-9999,-9999,-9999,-9999,0.657582,52.8117,-9999,-9999,-9999,-9999,5.40463,1.63494,1,0.0980657,1.49281,1.5503,1.58113,1,1,1,1.43691,1.26441,1.27758,1.41645,-0.35997,-0.357027,-0.257901,-0.117884,1.7217,1.61268,1.65188,1.72491,0.385999,0.342015,0.362524,0.387396,-9999,-9999
20090316,7.185,1,292.295,222.184,1,259.713,0,6.122,1,99.325,1,0,1,3.062,1,0.241458333,1,-9999,0,455.9590417,1,134.60525,1,-9999,0,-9999,0,402.003,1,0.623,1,11.513,1,-9999,1,5.08025,-9999,-9999,-9999,-9999,0.724554,49.5442,-9999,-9999,-9999,-9999,5.23426,1.39823,0.958333,0.096249,1.39206,1.39823,1.4278,0.958333,0.958333,1,1.60414,1.37543,1.3819,1.5941,-0.0199348,-0.058082,-0.00213858,0.16053,1.7669,1.64488,1.71014,1.77006,0.359551,0.317193,0.335581,0.366659,-9999,-9999
20090317,10.758,1,295.546,200.345,1,293.54,0,7.383,1,98.53,1,0,1,5.252,1,0.610333333,1,-9999,0,411.1362083,1,188.0281667,1,-9999,0,-9999,0,401.307,1,0.567,1,12.686,1,-9999,1,-5.13384,-9999,-9999,-9999,-9999,0.603469,5.94492,-9999,-9999,-9999,-9999,4.9255,1.66053,1,0.112684,1.63597,1.66053,1.6673,1,1,1,1.79294,1.47484,1.48224,1.78117,-0.185574,-0.187399,-0.153955,0.125096,1.6441,1.46674,1.57397,1.66391,0.22144,0.148436,0.195077,0.223041,-9999,-9999
20090318,5.003,1,298.795,229.005,1,258.723,0,5.151,1,98.794,1,0,1,4.569,1,0.642541667,1,-9999,-9999,469.9527917,1,111.241375,1,-9999,-9999,-9999,-9999,396.203,1,0.534,1,13.436,1,-9999,1,10.4728,-9999,-9999,-9999,-9999,1.20517,46.6091,-9999,-9999,-9999,-9999,5.65996,0.932004,1,0.121177,0.932004,0.9428,1.08887,1,1,1,1.39886,1.27451,1.27901,1.39292,0.344881,0.243973,0.310143,0.344881,1.26131,1.03366,1.08763,1.24027,0.216154,0.144792,0.165956,0.206015,-9999,-9999
20090319,-5.474,1,302.042,222.535,1,230.98,0,1.927,1,99.853,1,0,1,3.944,1,0.657541667,1,-9999,0,456.714625,1,144.3755833,1,-9999,0,-9999,0,394.632,1,0.583,1,12.991,1,-9999,1,9.80004,-9999,-9999,-9999,-9999,1.20424,107.226,-9999,-9999,-9999,-9999,6.02277,0.953633,1,0.103491,0.953633,0.953633,0.953633,1,1,1,0.798,0.798,0.925034,0.941632,-0.00854839,-0.155633,-0.0243808,-0.0120009,0.783403,0.616111,0.658395,0.781052,0.158534,0.0800784,0.105429,0.158036,-9999,-9999
20090320,-4.027,1,305.284,235.654,1,229.413,0,2.115,1,100.198,1,0,1,1.958,1,0.212,1,-9999,0,483.6262917,1,102.2930417,1,-9999,0,-9999,0,395.945,1,0.579,1,12.257,1,-9999,1,9.26367,-9999,-9999,-9999,-9999,1.33009,93.3217,-9999,-9999,-9999,-9999,6.48837,0.752642,0.875,0.102559,0.753356,0.79481,0.806941,0.875,0.875,0.875,0.816053,0.816053,0.910524,0.917939,0.166563,-0.00512242,0.114656,0.132011,0.709955,0.583064,0.637145,0.709955,0.162692,0.0984628,0.119876,0.162655,-9999,-9999
20090321,0.411,1,308.521,74.465,1,301.126,0,2.134,1,99.905,1,0.3,1,3.115,1,0.433166667,1,-9999,0,152.7814167,1,135.246375,1,-9999,0,-9999,0,399.163,1,0.589,1,11.879,1,-9999,1,2.73675,-9999,-9999,-9999,-9999,0.826851,7.1652,-9999,-9999,-9999,-9999,3.90462,0.701897,1,0.106916,0.681473,0.701897,0.703252,1,1,1,0.956193,0.95647,0.963204,0.963256,0.261358,0.257224,0.261359,0.278891,0.783624,0.737392,0.76215,0.78548,0.0942649,0.0770787,0.0812466,0.0887161,-9999,-9999
20090322,-0.826,1,311.753,241.03,1,245.573,0,2.938,1,100.464,1,0,1,3.86,1,0.486833333,1,-9999,0,494.6110417,1,94.83383333,1,-9999,0,-9999,0,396.333,1,0.602,1,11.744,1,-9999,1,11.5697,-9999,-9999,-9999,-9999,1.73289,86.2533,-9999,-9999,-9999,-9999,5.85712,0.71286,1,0.109237,0.71286,0.714076,0.725508,1,1,1,0.849994,0.850504,0.875213,0.875661,0.162791,0.124486,0.160788,0.162801,0.749269,0.738863,0.745302,0.764489,0.232906,0.22272,0.227918,0.235634,-9999,-9999
20090323,-2.163,1,314.976,182.467,1,248.069,0,3.077,1,100.249,1,0,1,4.487,1,0.566833333,1,-9999,0,374.466,1,231.9174167,1,-9999,0,-9999,0,395.15,1,0.603,1,11.751,1,-9999,1,8.37222,-9999,-9999,-9999,-9999,0.902497,30.1598,-9999,-9999,-9999,-9999,4.36977,0.568132,1,0.105747,0.568132,0.573395,0.606632,1,1,1,0.745472,0.745472,0.781673,0.78565,0.217919,0.138955,0.209416,0.217518,0.717782,0.688166,0.712972,0.745229,0.210285,0.201959,0.210105,0.216124,-9999,-9999
20090324,2.196,1,318.193,136.079,1,298.262,0,4.467,1,99.228,1,0,1,5.81,1,0.753916667,1,-9999,0,279.227875,1,205.6396667,1,-9999,0,-9999,0,394.713,1,0.606,1,11.631,1,-9999,1,12.713,-9999,-9999,-9999,-9999,1.13463,-12.8998,-9999,-9999,-9999,-9999,4.12795,0.44674,1,0.13813,0.44674,0.44674,0.44674,1,1,1,0.854526,0.801302,0.804977,0.8385,0.354562,0.354562,0.358237,0.39176,0.782251,0.768499,0.79536,0.824197,0.180606,0.170377,0.183239,0.189661,-9999,-9999
20090325,5.071,1,321.4,171.204,1,303.555,0,3.701,1,97.902,1,1.2,1,4.835,1,0.66325,1,-9999,-9999,351.3788333,1,219.3697917,1,-9999,-9999,-9999,-9999,398.744,1,0.555,1,12.341,1,-9999,1,3.78583,-9999,-9999,-9999,-9999,1.27426,14.1105,-9999,-9999,-9999,-9999,4.94984,0.488656,1,0.133244,0.488656,0.488656,0.529749,1,1,1,0.894021,0.778616,0.789198,0.858467,0.28996,0.25324,0.290907,0.323221,0.803135,0.771113,0.806462,0.893898,0.214888,0.198403,0.214888,0.246927,-9999,-9999
20090326,2.664,1,324.598,90.037,1,260.155,0,2.5,1,98.144,1,0,1,3.698,1,0.576625,1,-9999,0,184.8030833,1,155.1916667,1,-9999,0,-9999,0,398.267,1,0.553,1,13.299,1,-9999,1,5.07633,-9999,-9999,-9999,-9999,1.08926,17.9118,-9999,-9999,-9999,-9999,4.39989,0.704182,1,0.109833,0.638474,0.704182,0.704182,1,1,1,0.799334,0.736283,0.740952,0.764876,0.0321094,0.0321094,0.0814376,0.0951516,0.748348,0.72354,0.750772,0.824704,0.116783,0.106609,0.116783,0.136388,-9999,-9999
20090327,-1.187,1,327.785,74.149,1,260.253,0,1.421,1,98.612,1,0,1,2.82,1,0.415958333,1,-9999,0,152.170625,1,135.0014167,1,-9999,0,-9999,0,395.153,1,0.59,1,13.001,1,-9999,1,6.08091,-9999,-9999,-9999,-9999,0.904016,25.4126,-9999,-9999,-9999,-9999,3.23197,0.777897,1,0.108078,0.762553,0.777855,0.785878,1,1,1,0.710078,0.698977,0.711167,0.718936,-0.058972,-0.0753271,-0.0589298,-0.0453277,0.677947,0.663161,0.677947,0.711924,0.0809794,0.0678678,0.0808603,0.0853016,-9999,-9999
20090328,-1.769,1,330.959,212.19,1,253.915,0,1.888,1,98.614,1,0,1,2.844,1,0.432875,1,-9999,0,435.459875,1,153.3600833,1,-9999,0,-9999,0,394.966,1,0.579,1,12.468,1,-9999,1,10.9744,-9999,-9999,-9999,-9999,1.42764,74.2308,-9999,-9999,-9999,-9999,5.87819,0.6324,0.916667,0.118009,0.63285,0.647438,0.68132,0.916667,0.916667,0.916667,0.729819,0.71798,0.741885,0.750186,0.117786,0.0414718,0.0915585,0.11718,0.731606,0.679521,0.695799,0.731738,0.247282,0.196843,0.222871,0.246776,-9999,-9999
