Year,NEP,NEP_sd,NPP,NPP_sd,ANPP,ANPP_sd,ABM,ABM_sd,LAI,LAI_sd,,,
2009,2.79,0.24,6.26,1.84,2.68,1.27,85.1,26.4,4.4,1.0,,,
